Date,Open,High,Low,Close,Adj Close,Volume
2017-08-07,116.500000,121.000000,116.500000,118.650002,118.650002,148962
2017-08-08,120.199997,127.250000,115.199997,124.650002,124.650002,1010170
2017-08-09,124.000000,128.449997,120.099998,120.800003,120.800003,252845
2017-08-10,118.300003,126.000000,114.900002,117.150002,117.150002,337800
2017-08-11,108.699997,119.800003,108.699997,112.449997,112.449997,186001
2017-08-14,115.900002,117.849998,110.050003,112.199997,112.199997,96619
2017-08-16,115.050003,118.599998,114.199997,116.650002,116.650002,83402
2017-08-17,116.650002,119.650002,115.500000,116.900002,116.900002,86824
2017-08-18,116.000000,122.150002,114.949997,117.949997,117.949997,199874
2017-08-21,118.800003,122.699997,115.050003,116.349998,116.349998,238754
2017-08-22,118.000000,118.599998,115.199997,115.949997,115.949997,61906
2017-08-23,117.699997,117.699997,115.699997,116.699997,116.699997,30972
2017-08-24,116.949997,119.349998,112.900002,114.099998,114.099998,82907
2017-08-28,116.000000,118.500000,114.000000,116.199997,116.199997,89630
2017-08-29,117.849998,118.000000,115.000000,115.800003,115.800003,46577
2017-08-30,118.500000,124.000000,116.750000,121.500000,121.500000,343726
2017-08-31,122.500000,127.500000,120.949997,125.400002,125.400002,329022
2017-09-01,126.449997,130.649994,124.949997,127.699997,127.699997,332031
2017-09-04,127.949997,130.399994,121.400002,128.550003,128.550003,182198
2017-09-05,129.699997,129.699997,123.050003,124.050003,124.050003,104516
2017-09-06,125.400002,128.800003,123.000000,125.699997,125.699997,169790
2017-09-07,126.150002,130.800003,123.800003,124.949997,124.949997,170612
2017-09-08,125.449997,129.199997,122.199997,124.349998,124.349998,148341
2017-09-11,124.650002,128.399994,122.000000,123.300003,123.300003,197821
2017-09-12,122.650002,122.650002,116.150002,118.300003,118.300003,218442
2017-09-13,120.900002,122.000000,115.300003,118.699997,118.699997,219731
2017-09-14,118.949997,122.000000,112.400002,116.000000,116.000000,273094
2017-09-15,116.000000,117.000000,113.300003,114.099998,114.099998,40968
2017-09-18,119.500000,120.699997,116.000000,117.250000,117.250000,244060
2017-09-19,118.300003,119.650002,117.500000,118.099998,118.099998,70339
2017-09-20,117.650002,123.000000,117.650002,120.000000,120.000000,190360
2017-09-21,120.000000,120.699997,116.000000,116.949997,116.949997,66780
2017-09-22,116.000000,117.699997,113.150002,114.000000,114.000000,55818
2017-09-25,114.349998,115.849998,107.949997,109.750000,109.750000,94660
2017-09-26,112.250000,114.000000,109.900002,110.500000,110.500000,60529
2017-09-27,111.500000,113.800003,105.750000,106.949997,106.949997,52270
2017-09-28,107.250000,109.449997,103.000000,105.400002,105.400002,49363
2017-09-29,108.449997,109.400002,104.500000,106.199997,106.199997,41909
2017-10-03,105.050003,111.849998,105.050003,110.050003,110.050003,48234
2017-10-04,112.449997,113.900002,109.000000,112.500000,112.500000,43106
2017-10-05,112.949997,112.949997,109.300003,111.750000,111.750000,35552
2017-10-06,112.650002,119.000000,111.550003,113.400002,113.400002,273381
2017-10-09,114.599998,117.599998,112.849998,115.250000,115.250000,188225
2017-10-10,116.000000,116.000000,112.800003,113.849998,113.849998,66499
2017-10-11,114.949997,115.599998,107.099998,108.949997,108.949997,91299
2017-10-12,110.599998,111.000000,108.500000,109.650002,109.650002,49784
2017-10-13,109.250000,113.599998,109.000000,112.550003,112.550003,98588
2017-10-16,117.449997,117.449997,111.900002,112.550003,112.550003,90507
2017-10-17,112.900002,116.400002,110.650002,114.449997,114.449997,127199
2017-10-18,115.650002,117.199997,112.000000,113.000000,113.000000,74868
2017-10-19,113.849998,116.000000,113.800003,115.300003,115.300003,50883
2017-10-23,116.000000,117.900002,113.099998,114.949997,114.949997,135146
2017-10-24,116.000000,121.500000,114.400002,118.150002,118.150002,209492
2017-10-25,119.500000,126.099998,117.599998,118.849998,118.849998,173416
2017-10-26,118.849998,123.349998,117.000000,120.849998,120.849998,123252
2017-10-27,122.050003,122.500000,118.099998,118.750000,118.750000,43200
2017-10-30,121.900002,127.750000,119.000000,124.599998,124.599998,379722
2017-10-31,125.500000,128.949997,123.099998,124.400002,124.400002,317504
2017-11-01,124.400002,127.500000,119.000000,121.800003,121.800003,238806
2017-11-02,121.300003,122.500000,118.500000,119.599998,119.599998,109911
2017-11-03,119.599998,124.599998,119.449997,121.949997,121.949997,109822
2017-11-06,123.400002,126.000000,120.750000,123.949997,123.949997,134944
2017-11-07,124.500000,124.500000,120.000000,120.750000,120.750000,79179
2017-11-08,122.500000,122.599998,118.500000,119.500000,119.500000,53369
2017-11-09,123.949997,124.300003,119.599998,121.900002,121.900002,99521
2017-11-10,121.599998,121.599998,115.550003,117.199997,117.199997,139540
2017-11-13,119.699997,127.000000,119.699997,123.500000,123.500000,378737
2017-11-14,123.949997,139.600006,123.000000,129.850006,129.850006,1096442
2017-11-15,131.000000,135.000000,126.000000,127.250000,127.250000,256680
2017-11-16,129.800003,131.699997,125.199997,126.849998,126.849998,107651
2017-11-17,129.350006,130.000000,127.400002,128.699997,128.699997,61742
2017-11-20,128.800003,135.800003,127.300003,133.550003,133.550003,178009
2017-11-21,132.000000,145.000000,132.000000,143.500000,143.500000,406094
2017-11-22,146.000000,148.300003,141.250000,142.600006,142.600006,361540
2017-11-23,142.600006,171.100006,141.000000,167.000000,167.000000,1151280
2017-11-24,172.100006,174.800003,160.000000,163.550003,163.550003,502498
2017-11-27,163.399994,174.000000,160.300003,168.050003,168.050003,325952
2017-11-28,169.500000,178.899994,165.000000,175.399994,175.399994,349071
2017-11-29,177.000000,184.500000,175.850006,178.350006,178.350006,358679
2017-11-30,177.500000,194.899994,176.000000,182.800003,182.800003,605197
2017-12-01,184.600006,190.949997,171.199997,174.800003,174.800003,377796
2017-12-04,176.399994,186.899994,172.000000,176.050003,176.050003,233838
