Date,Open,High,Low,Close,Adj Close,Volume
2017-08-07,132.300003,133.699997,128.000000,131.050003,128.122437,62639
2017-08-08,131.850006,133.500000,130.000000,132.949997,129.979980,50506
2017-08-09,132.899994,132.899994,130.050003,131.300003,128.366852,38222
2017-08-10,130.949997,131.949997,128.800003,131.250000,128.317978,96105
2017-08-11,129.500000,131.850006,126.650002,131.350006,128.415741,81833
2017-08-14,132.000000,132.399994,129.600006,130.300003,127.389191,23816
2017-08-16,130.000000,131.550003,130.000000,130.800003,127.878029,42886
2017-08-17,130.500000,133.949997,130.500000,131.600006,128.660156,45798
2017-08-18,131.250000,135.899994,130.250000,135.199997,132.179733,103864
2017-08-21,136.000000,138.750000,136.000000,138.149994,135.063812,96235
2017-08-22,139.500000,139.500000,132.100006,133.500000,130.517700,130743
2017-08-23,132.800003,134.550003,131.699997,132.149994,129.197876,91997
2017-08-24,132.949997,134.149994,130.550003,131.350006,128.415741,94497
2017-08-28,130.649994,133.500000,130.649994,133.149994,130.175522,67825
2017-08-29,131.500000,134.449997,131.500000,133.649994,130.664352,304143
2017-08-30,132.649994,135.100006,132.649994,134.000000,131.006531,52133
2017-08-31,134.649994,135.500000,133.850006,134.500000,131.495377,197475
2017-09-01,134.649994,136.699997,134.149994,136.050003,133.010742,41016
2017-09-04,135.000000,138.000000,134.449997,136.050003,133.010742,45343
2017-09-05,135.550003,137.350006,135.550003,136.050003,133.010742,25562
2017-09-06,135.600006,135.600006,133.550003,135.000000,131.984207,45125
2017-09-07,134.050003,135.899994,134.050003,135.000000,131.984207,32690
2017-09-08,136.300003,137.500000,134.750000,136.449997,133.401794,79761
2017-09-11,137.449997,137.449997,136.050003,137.000000,133.939529,31654
2017-09-12,137.500000,146.600006,136.649994,142.949997,139.756577,266406
2017-09-13,142.949997,147.899994,142.399994,143.750000,140.538712,160407
2017-09-14,145.149994,145.699997,142.899994,143.149994,139.952133,85694
2017-09-15,143.100006,149.500000,141.949997,147.449997,144.156067,190097
2017-09-18,147.000000,149.000000,143.050003,143.850006,140.636505,75950
2017-09-19,144.850006,145.850006,140.350006,144.949997,141.711929,69636
2017-09-20,145.050003,145.699997,141.550003,141.949997,138.778931,37830
2017-09-21,141.949997,145.000000,140.300003,141.550003,138.387894,96960
2017-09-22,140.100006,144.399994,138.000000,142.149994,138.974472,87490
2017-09-25,142.000000,142.000000,134.000000,139.550003,136.432541,125138
