Date,Close
2/2/2018 15:30:00,670.45
2/5/2018 15:30:00,664.05
2/6/2018 15:30:00,664.5
2/7/2018 15:30:00,661.8
2/8/2018 15:30:00,671.45
2/9/2018 15:30:00,685.3
2/12/2018 15:30:00,713.1
2/14/2018 15:30:00,708
2/15/2018 15:30:00,700.55
2/16/2018 15:30:00,689.75
2/19/2018 15:30:00,648.85
2/20/2018 15:30:00,651.3
2/21/2018 15:30:00,640.95
2/22/2018 15:30:00,637.55
2/23/2018 15:30:00,677.75
2/26/2018 15:30:00,680.2
2/27/2018 15:30:00,671.75
2/28/2018 15:30:00,671.6
3/1/2018 15:30:00,675.05
3/5/2018 15:30:00,655.9
3/6/2018 15:30:00,659.75
3/7/2018 15:30:00,647.7
3/8/2018 15:30:00,635.9
3/9/2018 15:30:00,606.75
3/12/2018 15:30:00,622.9
3/13/2018 15:30:00,628.85
3/14/2018 15:30:00,620.55
3/15/2018 15:30:00,611.75
3/16/2018 15:30:00,600.2
3/19/2018 15:30:00,574.95
3/20/2018 15:30:00,593
3/21/2018 15:30:00,582.25
3/22/2018 15:30:00,580.9
3/23/2018 15:30:00,566.5
3/26/2018 15:30:00,581.55
3/27/2018 15:30:00,590
3/28/2018 15:30:00,571.05
4/2/2018 15:30:00,578.8
4/3/2018 15:30:00,579.7
4/4/2018 15:30:00,560.55
4/5/2018 15:30:00,580.45
4/6/2018 15:30:00,587.2
4/9/2018 15:30:00,586.15
4/10/2018 15:30:00,601.9
4/11/2018 15:30:00,608.05
4/12/2018 15:30:00,598.4
4/13/2018 15:30:00,594.05
4/16/2018 15:30:00,591.6
4/17/2018 15:30:00,596.05
4/18/2018 15:30:00,601.6
4/19/2018 15:30:00,621.95
4/20/2018 15:30:00,606.2
4/23/2018 15:30:00,606.6
4/24/2018 15:30:00,597.55
4/25/2018 15:30:00,586.2
4/26/2018 15:30:00,578.2
4/27/2018 15:30:00,589.8
4/30/2018 15:30:00,594.95
5/2/2018 15:30:00,574.5
5/3/2018 15:30:00,585.45
5/4/2018 15:30:00,580.75
5/7/2018 15:30:00,596.45
5/8/2018 15:30:00,596.35
5/9/2018 15:30:00,603.15
5/10/2018 15:30:00,594.15
5/11/2018 15:30:00,607.25
5/14/2018 15:30:00,610.35
5/15/2018 15:30:00,625.95
5/16/2018 15:30:00,621.25
5/17/2018 15:30:00,610.3
5/18/2018 15:30:00,591.4
5/21/2018 15:30:00,577
5/22/2018 15:30:00,576.8
5/23/2018 15:30:00,540.05
5/24/2018 15:30:00,548.2
5/25/2018 15:30:00,568.25
5/28/2018 15:30:00,576.65
5/29/2018 15:30:00,575.35
5/30/2018 15:30:00,577.9
5/31/2018 15:30:00,575.65
6/1/2018 15:30:00,560.65
6/4/2018 15:30:00,566.15
6/5/2018 15:30:00,572.1
6/6/2018 15:30:00,579.75
6/7/2018 15:30:00,602.1
6/8/2018 15:30:00,600.5
6/11/2018 15:30:00,588.65
6/12/2018 15:30:00,580
6/13/2018 15:30:00,567.6
6/14/2018 15:30:00,569.55
6/15/2018 15:30:00,566
6/18/2018 15:30:00,558.5
6/19/2018 15:30:00,555
6/20/2018 15:30:00,563.25
6/21/2018 15:30:00,557.75
6/22/2018 15:30:00,561.85
6/25/2018 15:30:00,558.6
6/26/2018 15:30:00,549.5
6/27/2018 15:30:00,543.2
6/28/2018 15:30:00,548.45
6/29/2018 15:30:00,567.75
7/2/2018 15:30:00,560.5
7/3/2018 15:30:00,566
7/4/2018 15:30:00,571.1
7/5/2018 15:30:00,553.3
7/6/2018 15:30:00,553.5
7/9/2018 15:30:00,555.6
7/10/2018 15:30:00,568.65
7/11/2018 15:30:00,555.7
7/12/2018 15:30:00,555.2
7/13/2018 15:30:00,558.6
7/16/2018 15:30:00,519.25
7/17/2018 15:30:00,532.35
7/18/2018 15:30:00,504.25
7/19/2018 15:30:00,498.65
7/20/2018 15:30:00,503.2
7/23/2018 15:30:00,516.9
7/24/2018 15:30:00,527.4
7/25/2018 15:30:00,536
7/26/2018 15:30:00,534.85
7/27/2018 15:30:00,550.2
7/30/2018 15:30:00,553
7/31/2018 15:30:00,563.05
8/1/2018 15:30:00,555.8
8/2/2018 15:30:00,554.3
8/3/2018 15:30:00,554.45
8/6/2018 15:30:00,553.25
8/7/2018 15:30:00,573.15
8/8/2018 15:30:00,577.5
8/9/2018 15:30:00,585.95
8/10/2018 15:30:00,576.7
8/13/2018 15:30:00,568.8
8/14/2018 15:30:00,578.95
8/16/2018 15:30:00,567.55
8/17/2018 15:30:00,580.15
8/20/2018 15:30:00,599.4
8/21/2018 15:30:00,582.15
8/23/2018 15:30:00,571.65
8/24/2018 15:30:00,575.6
8/27/2018 15:30:00,581.2
8/28/2018 15:30:00,590.35
8/29/2018 15:30:00,594.2
8/30/2018 15:30:00,608.35
8/31/2018 15:30:00,600.5
9/3/2018 15:30:00,600.75
9/4/2018 15:30:00,593.05
9/5/2018 15:30:00,594.4
9/6/2018 15:30:00,600.3
9/7/2018 15:30:00,619.15
9/10/2018 15:30:00,613.65
9/11/2018 15:30:00,592.1
9/12/2018 15:30:00,605.55
9/14/2018 15:30:00,615
9/17/2018 15:30:00,616.4
9/18/2018 15:30:00,612.75
9/19/2018 15:30:00,621.2
9/21/2018 15:30:00,625.15
9/24/2018 15:30:00,607.7
9/25/2018 15:30:00,601
9/26/2018 15:30:00,608.9
9/27/2018 15:30:00,611.55
9/28/2018 15:30:00,581.25
10/1/2018 15:30:00,583.2
10/3/2018 15:30:00,579.6
10/4/2018 15:30:00,582.3
10/5/2018 15:30:00,568
10/8/2018 15:30:00,559.8
10/9/2018 15:30:00,572.5
10/10/2018 15:30:00,583.65
10/11/2018 15:30:00,555.15
10/12/2018 15:30:00,576.5
10/15/2018 15:30:00,570
10/16/2018 15:30:00,572.8
10/17/2018 15:30:00,554.65
10/19/2018 15:30:00,554.95
10/22/2018 15:30:00,544.75
10/23/2018 15:30:00,545.6
10/24/2018 15:30:00,550.05
10/25/2018 15:30:00,545.75
10/26/2018 15:30:00,551.55
10/29/2018 15:30:00,573.7
10/30/2018 15:30:00,564.5
10/31/2018 15:30:00,553.85
11/1/2018 15:30:00,556.6
11/2/2018 15:30:00,574.05
11/5/2018 19:00:00,577.45
11/6/2018 15:30:00,575.75
11/9/2018 15:30:00,572.2
11/12/2018 15:30:00,582.85
11/13/2018 15:30:00,589.2
11/14/2018 15:30:00,589.1
11/15/2018 15:30:00,589.35
11/16/2018 15:30:00,574.1
11/19/2018 15:30:00,582.4
11/20/2018 15:30:00,563.3
11/21/2018 15:30:00,551.4
11/22/2018 15:30:00,539.65
11/26/2018 15:30:00,530.7
11/27/2018 15:30:00,522.3
11/28/2018 15:30:00,523.95
11/29/2018 15:30:00,533.55
11/30/2018 15:30:00,529.5
12/3/2018 15:30:00,538.1
12/4/2018 15:30:00,538.2
12/5/2018 15:30:00,517.7
12/6/2018 15:30:00,510.2
12/7/2018 15:30:00,509.3
12/10/2018 15:30:00,502.85
12/11/2018 15:30:00,500.75
12/12/2018 15:30:00,520.25
12/13/2018 15:30:00,512.25
12/14/2018 15:30:00,513.55
12/17/2018 15:30:00,524
12/18/2018 15:30:00,527
12/19/2018 15:30:00,527.4
12/20/2018 15:30:00,523.35
12/21/2018 15:30:00,520.2
12/24/2018 15:30:00,513.7
12/26/2018 15:30:00,513.45
12/27/2018 15:30:00,506.5
12/28/2018 15:30:00,512.85
12/31/2018 15:30:00,521.05
1/1/2019 15:30:00,515.75
1/2/2019 15:30:00,493.65
1/3/2019 15:30:00,481.25
1/4/2019 15:30:00,487.65
1/7/2019 15:30:00,485.5
1/8/2019 15:30:00,491.35
1/9/2019 15:30:00,479.2
1/10/2019 15:30:00,480.4
1/11/2019 15:30:00,474.2
1/14/2019 15:30:00,470.85
1/15/2019 15:30:00,475.05
1/16/2019 15:30:00,474.55
1/17/2019 15:30:00,473.15
1/18/2019 15:30:00,470.65
1/21/2019 15:30:00,471.7
1/22/2019 15:30:00,456.55
1/23/2019 15:30:00,464.6
1/24/2019 15:30:00,460.75
1/25/2019 15:30:00,452.9
1/28/2019 15:30:00,445.7
1/29/2019 15:30:00,443.8
1/30/2019 15:30:00,467.45
1/31/2019 15:30:00,476.7
2/1/2019 15:30:00,474.7
2/4/2019 15:30:00,476.05
2/5/2019 15:30:00,464.7
2/6/2019 15:30:00,485.1
2/7/2019 15:30:00,489.05
2/8/2019 15:30:00,468.75
2/11/2019 15:30:00,480.7
2/12/2019 15:30:00,487.4
2/13/2019 15:30:00,484
2/14/2019 15:30:00,482.55
2/15/2019 15:30:00,467.5
2/19/2019 15:30:00,470.95
2/20/2019 15:30:00,491.15
2/21/2019 15:30:00,498.85
2/22/2019 15:30:00,502.3
2/25/2019 15:30:00,505.1
2/26/2019 15:30:00,503.6
2/27/2019 15:30:00,507.1
2/28/2019 15:30:00,500.45
3/1/2019 15:30:00,507.6
3/5/2019 15:30:00,521.75
3/6/2019 15:30:00,520.85
3/7/2019 15:30:00,521.15
3/8/2019 15:30:00,507.85
3/11/2019 15:30:00,520.65
3/12/2019 15:30:00,525.15
3/13/2019 15:30:00,513.75
3/14/2019 15:30:00,517.65
3/15/2019 15:30:00,515.45
3/18/2019 15:30:00,525.2
3/19/2019 15:30:00,527.5
3/20/2019 15:30:00,513.6
3/22/2019 15:30:00,518.4
3/25/2019 15:30:00,515.15
3/26/2019 15:30:00,519.35
3/27/2019 15:30:00,515.8
3/28/2019 15:30:00,506.3
3/29/2019 15:30:00,521
4/1/2019 15:30:00,535.15
4/2/2019 15:30:00,530.65
4/3/2019 15:30:00,535.45
4/4/2019 15:30:00,530.65
4/5/2019 15:30:00,549.3
4/8/2019 15:30:00,549.05
4/9/2019 15:30:00,553.05
4/10/2019 15:30:00,544.4
4/11/2019 15:30:00,535.7
4/12/2019 15:30:00,533.65
4/15/2019 15:30:00,553.15
4/16/2019 15:30:00,553.25
4/18/2019 15:30:00,543.1
4/22/2019 15:30:00,534.2
4/23/2019 15:30:00,523.35
4/24/2019 15:30:00,525.25
4/25/2019 15:30:00,510.75
4/26/2019 15:30:00,545.25
4/30/2019 15:30:00,557.2
5/2/2019 15:30:00,554.95
5/3/2019 15:30:00,547.8
5/6/2019 15:30:00,535.95
5/7/2019 19:00:00,530.6
5/8/2019 15:30:00,522.65
5/9/2019 15:30:00,519.15
5/10/2019 15:30:00,486.8
5/13/2019 15:30:00,472.3
5/14/2019 15:30:00,469.55
5/15/2019 15:30:00,462.95
5/16/2019 15:30:00,469.25
5/17/2019 15:30:00,469.45
5/20/2019 15:30:00,483.8
5/21/2019 15:30:00,472.55
5/22/2019 15:30:00,473
5/23/2019 15:30:00,464.7
5/24/2019 15:30:00,484.15
5/27/2019 15:30:00,512.55
5/28/2019 15:30:00,507.05
5/29/2019 15:30:00,493.3
5/30/2019 15:30:00,487.95
5/31/2019 15:30:00,488.3
6/3/2019 15:30:00,497.65
6/4/2019 15:30:00,497.65
6/6/2019 15:30:00,484.6
6/7/2019 15:30:00,482.1
6/10/2019 15:30:00,486.05
6/11/2019 15:30:00,492.5
6/12/2019 15:30:00,505.85
6/13/2019 15:30:00,502.55
6/14/2019 15:30:00,501.8
6/17/2019 15:30:00,473.1
6/18/2019 15:30:00,472.3
6/19/2019 15:30:00,494.1
6/20/2019 15:30:00,501
6/21/2019 15:30:00,497.65
6/24/2019 15:30:00,486.25
6/25/2019 15:30:00,498
6/26/2019 15:30:00,510.6
6/27/2019 15:30:00,510.7
6/28/2019 15:30:00,504.4
7/1/2019 15:30:00,506.95
7/2/2019 15:30:00,508.8
7/3/2019 15:30:00,510.3
7/4/2019 15:30:00,495.3
7/5/2019 15:30:00,478.35
7/8/2019 15:30:00,468.05
7/9/2019 15:30:00,468.45
7/10/2019 15:30:00,454.8
7/11/2019 15:30:00,462
7/12/2019 15:30:00,472.9
7/15/2019 15:30:00,468.3
7/16/2019 15:30:00,476.7
7/17/2019 15:30:00,475.7
7/18/2019 15:30:00,466.6
7/19/2019 15:30:00,458.05
7/22/2019 15:30:00,465.55
7/23/2019 15:30:00,459.85
7/24/2019 15:30:00,446
7/25/2019 15:30:00,440.35
7/26/2019 15:30:00,445.5
7/29/2019 15:30:00,433.45
7/30/2019 15:30:00,415.05
7/31/2019 15:30:00,432.05
8/1/2019 15:30:00,420
8/2/2019 15:30:00,409.1
8/5/2019 15:30:00,399.25
8/6/2019 15:30:00,401.6
8/7/2019 15:30:00,381.9
8/8/2019 15:30:00,367.4
8/9/2019 15:30:00,362.35
8/13/2019 15:30:00,348.7
8/14/2019 15:30:00,364.65
8/16/2019 15:30:00,363.05
8/19/2019 15:30:00,359.55
8/20/2019 15:30:00,358.25
8/21/2019 15:30:00,343
8/22/2019 15:30:00,333.7
8/23/2019 15:30:00,345.25
8/26/2019 15:30:00,338.05
8/27/2019 15:30:00,350.9
8/28/2019 15:30:00,336.95
8/29/2019 15:30:00,335.55
8/30/2019 15:30:00,344.9
9/3/2019 15:30:00,331.4
9/4/2019 15:30:00,339.25
9/5/2019 15:30:00,345.15
9/6/2019 15:30:00,355.4
9/9/2019 15:30:00,353.8
9/11/2019 15:30:00,367.05
9/12/2019 15:30:00,365.05
9/13/2019 15:30:00,367.35
9/16/2019 15:30:00,361.1
9/17/2019 15:30:00,344.95
9/18/2019 15:30:00,358.25
9/19/2019 15:30:00,344.65
9/20/2019 15:30:00,368.55
9/23/2019 15:30:00,377.35
9/24/2019 15:30:00,370.8
9/25/2019 15:30:00,362.05
9/26/2019 15:30:00,375.75
9/27/2019 15:30:00,359.65
9/30/2019 15:30:00,360.5
10/1/2019 15:30:00,351.55
10/3/2019 15:30:00,339.6
10/4/2019 15:30:00,333.1
10/7/2019 15:30:00,324.8
10/9/2019 15:30:00,336.45
10/10/2019 15:30:00,329.95
10/11/2019 15:30:00,339
10/14/2019 15:30:00,344.85
10/15/2019 15:30:00,349.2
10/16/2019 15:30:00,347.4
10/17/2019 15:30:00,356.1
10/18/2019 15:30:00,359.6
10/22/2019 15:30:00,354.5
10/23/2019 15:30:00,356.2
10/24/2019 15:30:00,359.9
10/25/2019 19:00:00,362.25
10/27/2019 19:25:00,365.55
10/29/2019 15:30:00,390.2
10/30/2019 15:30:00,388
10/31/2019 15:30:00,380.55
11/1/2019 15:30:00,399.5
11/4/2019 15:30:00,409.15
11/5/2019 15:30:00,403.95
11/6/2019 15:30:00,404.45
11/7/2019 15:30:00,403.1
11/8/2019 15:30:00,397.95
11/11/2019 15:30:00,401.45
11/13/2019 15:30:00,397.9
11/14/2019 15:30:00,391.95
11/15/2019 15:30:00,394.5
11/18/2019 15:30:00,410.05
11/19/2019 15:30:00,401.75
11/20/2019 15:30:00,398.7
11/21/2019 15:30:00,385.1
11/22/2019 15:30:00,400
11/25/2019 15:30:00,419.5
11/26/2019 15:30:00,424.15
11/27/2019 15:30:00,421.35
11/28/2019 15:30:00,432.1
11/29/2019 15:30:00,427.5
12/3/2019 15:30:00,399.65
12/4/2019 15:30:00,409.3
12/5/2019 15:30:00,399.8
12/6/2019 15:30:00,403.25
12/9/2019 15:30:00,406.7
12/10/2019 15:30:00,402.05
12/11/2019 15:30:00,405.55
12/12/2019 15:30:00,418.7
12/13/2019 15:30:00,428.4
12/16/2019 15:30:00,421
12/17/2019 15:30:00,439.4
12/18/2019 15:30:00,444.75
12/19/2019 15:30:00,446.75
12/20/2019 15:30:00,461
12/23/2019 15:30:00,462.15
12/24/2019 15:30:00,463
12/26/2019 15:30:00,467.9
12/27/2019 15:30:00,469.5
12/30/2019 15:30:00,474.75
12/31/2019 15:30:00,472.05
1/1/2020 15:30:00,467.75
1/2/2020 15:30:00,484.85
1/3/2020 15:30:00,483.7
1/6/2020 15:30:00,473.25
1/7/2020 15:30:00,476.1
1/8/2020 15:30:00,475.25
1/9/2020 15:30:00,483.15
1/10/2020 15:30:00,486.2
1/13/2020 15:30:00,495.75
1/14/2020 15:30:00,498.6
1/15/2020 15:30:00,502.1
1/16/2020 15:30:00,494.4
1/17/2020 15:30:00,495.25
1/20/2020 15:30:00,490.65
1/21/2020 15:30:00,476.15
1/22/2020 15:30:00,475.05
1/23/2020 15:30:00,480.25
1/24/2020 15:30:00,483.4
1/27/2020 15:30:00,462.45
1/28/2020 15:30:00,446.25
1/29/2020 15:30:00,452.2
1/30/2020 15:30:00,448.55
1/31/2020 15:30:00,438.7
2/1/2020 17:00:00,421.8
2/3/2020 15:30:00,436.05
2/4/2020 15:30:00,451.9
2/5/2020 15:30:00,475.05
2/6/2020 15:30:00,477.6
2/7/2020 15:30:00,471
2/10/2020 15:30:00,443.8
2/11/2020 15:30:00,444.1
2/12/2020 15:30:00,447.95
2/13/2020 15:30:00,441.25
2/14/2020 15:30:00,434.55
2/17/2020 15:30:00,436.85
2/18/2020 15:30:00,431.4
2/19/2020 15:30:00,433.2
2/20/2020 15:30:00,443.55
2/24/2020 15:30:00,415.45
2/25/2020 15:30:00,421.3
2/26/2020 15:30:00,416.3
2/27/2020 15:30:00,412.8
2/28/2020 15:30:00,381.75
3/2/2020 15:30:00,364.05
3/3/2020 15:30:00,387.55
3/4/2020 15:30:00,377.15
3/5/2020 15:30:00,375.75
3/6/2020 15:30:00,351.5
3/9/2020 15:30:00,322.3
3/11/2020 15:30:00,299.75
3/12/2020 15:30:00,287.45
3/13/2020 15:30:00,326.7
3/16/2020 15:30:00,289.6
3/17/2020 15:30:00,282.75
3/18/2020 15:30:00,280.85
3/19/2020 15:30:00,271.85
3/20/2020 15:30:00,297.75
3/23/2020 15:30:00,271.15
3/24/2020 15:30:00,271.9
3/25/2020 15:30:00,286.8
3/26/2020 15:30:00,284.45
3/27/2020 15:30:00,277.25
3/30/2020 15:30:00,254.05
3/31/2020 15:30:00,269.6
4/1/2020 15:30:00,266.35
4/3/2020 15:30:00,253.75
4/7/2020 15:30:00,276.2
4/8/2020 15:30:00,274.75
4/9/2020 15:30:00,284.85
4/13/2020 15:30:00,282.55
4/15/2020 15:30:00,285.15
4/16/2020 15:30:00,288.9
4/17/2020 15:30:00,293.35
4/20/2020 15:30:00,286.4
4/21/2020 15:30:00,265.95
4/22/2020 15:30:00,268.35
4/23/2020 15:30:00,270.3
4/24/2020 15:30:00,267.55
4/27/2020 15:30:00,271.65
4/28/2020 15:30:00,273.55
4/29/2020 15:30:00,282.65
4/30/2020 15:30:00,298.3
5/4/2020 15:30:00,273.6
5/5/2020 15:30:00,272.65
5/6/2020 15:30:00,277.75
5/7/2020 15:30:00,275.85
5/8/2020 15:30:00,272.9
5/11/2020 15:30:00,276.2
5/12/2020 15:30:00,273.95
5/13/2020 15:30:00,276.55
5/14/2020 15:30:00,268.55
5/15/2020 15:30:00,273.45
5/18/2020 15:30:00,266.6
5/19/2020 15:30:00,272
5/20/2020 15:30:00,283.2
5/21/2020 15:30:00,283.7
5/22/2020 15:30:00,274.45
5/26/2020 15:30:00,280.45
5/27/2020 15:30:00,287.95
5/28/2020 15:30:00,295.5
5/29/2020 15:30:00,295.2
6/1/2020 15:30:00,315.2
6/2/2020 15:30:00,319.4
6/3/2020 15:30:00,317.4
6/4/2020 15:30:00,319.95
6/5/2020 15:30:00,338.95
6/8/2020 15:30:00,333.6
6/9/2020 15:30:00,332.2
6/10/2020 15:30:00,324
6/11/2020 15:30:00,313.15
6/12/2020 15:30:00,317.6
6/15/2020 15:30:00,306.2
6/16/2020 15:30:00,308.95
6/17/2020 15:30:00,308.2
6/18/2020 15:30:00,318.1
6/19/2020 15:30:00,320.55
6/22/2020 15:30:00,325.7
6/23/2020 15:30:00,332
6/24/2020 15:30:00,326.05
6/25/2020 15:30:00,323.1
6/26/2020 15:30:00,323.85
6/29/2020 15:30:00,320.85
6/30/2020 15:30:00,326.7
7/1/2020 15:30:00,323.7
7/2/2020 15:30:00,334.9
7/3/2020 15:30:00,329.9
7/6/2020 15:30:00,338.9
7/7/2020 15:30:00,330.3
7/8/2020 15:30:00,334.2
7/9/2020 15:30:00,344.5
7/10/2020 15:30:00,338.7
7/13/2020 15:30:00,342.1
7/14/2020 15:30:00,336.65
7/15/2020 15:30:00,339.3
7/16/2020 15:30:00,341.65
7/17/2020 15:30:00,350.95
7/20/2020 15:30:00,352.4
7/21/2020 15:30:00,359.15
7/22/2020 15:30:00,350.05
7/23/2020 15:30:00,351.9
7/24/2020 15:30:00,346.1
7/27/2020 15:30:00,352.85
7/28/2020 15:30:00,358.5
7/29/2020 15:30:00,373.75
7/30/2020 15:30:00,366.6
7/31/2020 15:30:00,366.3
8/3/2020 15:30:00,373.5
8/4/2020 15:30:00,372.25
8/5/2020 15:30:00,395.8
8/6/2020 15:30:00,400.45
8/7/2020 15:30:00,404.05
8/10/2020 15:30:00,410.2
8/11/2020 15:30:00,416.45
8/12/2020 15:30:00,414.5
8/13/2020 15:30:00,413.1
8/14/2020 15:30:00,418.5
8/17/2020 15:30:00,425.05
8/18/2020 15:30:00,434.5
8/19/2020 15:30:00,431.7
8/20/2020 15:30:00,432.6
8/21/2020 15:30:00,428.85
8/24/2020 15:30:00,429.5
8/25/2020 15:30:00,424
8/26/2020 15:30:00,425
8/27/2020 15:30:00,426.85
8/28/2020 15:30:00,424.2
8/31/2020 15:30:00,413
9/1/2020 15:30:00,428.65
9/2/2020 15:30:00,438.65
9/3/2020 15:30:00,438.1
9/4/2020 15:30:00,421.3
9/7/2020 15:30:00,422.5
9/8/2020 15:30:00,405.1
9/9/2020 15:30:00,417.4
9/10/2020 15:30:00,408
9/11/2020 15:30:00,407.5
9/14/2020 15:30:00,404.65
9/15/2020 15:30:00,405.25
9/16/2020 15:30:00,404.6
9/17/2020 15:30:00,398.7
9/18/2020 15:30:00,395.5
9/21/2020 15:30:00,373.4
9/22/2020 15:30:00,374.15
9/23/2020 15:30:00,361.3
9/24/2020 15:30:00,343.9
9/25/2020 15:30:00,352.1
9/28/2020 15:30:00,361
9/29/2020 15:30:00,370.05
9/30/2020 15:30:00,359.75
10/1/2020 15:30:00,364.95
10/5/2020 15:30:00,382.3
10/6/2020 15:30:00,377.4
10/7/2020 15:30:00,371.1
10/8/2020 15:30:00,373.65
10/9/2020 15:30:00,369.5
10/12/2020 15:30:00,371.1
10/13/2020 15:30:00,368.35
10/14/2020 15:30:00,375.55
10/15/2020 15:30:00,373.9
10/16/2020 15:30:00,393.85
10/19/2020 15:30:00,395.5
10/20/2020 15:30:00,392.4
10/21/2020 15:30:00,404.05
10/22/2020 15:30:00,409.65
10/23/2020 15:30:00,423.45
10/26/2020 15:30:00,408.4
10/27/2020 15:30:00,411
10/28/2020 15:30:00,402.3
10/29/2020 15:30:00,401.4
10/30/2020 15:30:00,410.55
11/2/2020 15:30:00,402.85
11/3/2020 15:30:00,406.9
11/4/2020 15:30:00,403.9
11/5/2020 15:30:00,425.5
11/6/2020 15:30:00,426.5
11/9/2020 15:30:00,438.3
11/10/2020 15:30:00,441.9
11/11/2020 15:30:00,473.95
11/12/2020 15:30:00,473.15
11/13/2020 15:30:00,486.55
11/17/2020 15:30:00,522.7
11/18/2020 15:30:00,517.2
11/19/2020 15:30:00,523.6
11/20/2020 15:30:00,532.9
11/23/2020 15:30:00,543.1
11/24/2020 15:30:00,548.3
11/25/2020 15:30:00,541.25
11/26/2020 15:30:00,568.4
11/27/2020 15:30:00,577.35
12/1/2020 15:30:00,585.8
