DateTime,Nifty Microcap 250
30-12-2019 0:00,4249.62
31-12-2019 0:00,4261.9
01-01-2020 0:00,4294.61
02-01-2020 0:00,4403.36
03-01-2020 0:00,4406.31
06-01-2020 0:00,4282.01
07-01-2020 0:00,4346.8
08-01-2020 0:00,4333.68
09-01-2020 0:00,4430.25
10-01-2020 0:00,4447.91
13-01-2020 0:00,4517.59
14-01-2020 0:00,4556.26
15-01-2020 0:00,4605.25
16-01-2020 0:00,4643.38
17-01-2020 0:00,4657.17
20-01-2020 0:00,4603.7
21-01-2020 0:00,4612.71
22-01-2020 0:00,4597.73
23-01-2020 0:00,4605.77
24-01-2020 0:00,4629.43
27-01-2020 0:00,4594.26
28-01-2020 0:00,4540.82
29-01-2020 0:00,4559.45
30-01-2020 0:00,4493.42
31-01-2020 0:00,4456.83
01-02-2020 0:00,4331.15
03-02-2020 0:00,4300.2
04-02-2020 0:00,4384.47
05-02-2020 0:00,4410.83
06-02-2020 0:00,4446.84
07-02-2020 0:00,4452.54
10-02-2020 0:00,4430.73
11-02-2020 0:00,4433.92
12-02-2020 0:00,4416.45
13-02-2020 0:00,4418.62
14-02-2020 0:00,4393
17-02-2020 0:00,4345.1
18-02-2020 0:00,4324.67
19-02-2020 0:00,4380.72
20-02-2020 0:00,4407.36
24-02-2020 0:00,4347.69
25-02-2020 0:00,4319.29
26-02-2020 0:00,4275.37
27-02-2020 0:00,4233.77
28-02-2020 0:00,4035.46
02-03-2020 0:00,3981.83
03-03-2020 0:00,4003.47
04-03-2020 0:00,3929.22
05-03-2020 0:00,3930.33
06-03-2020 0:00,3831.35
09-03-2020 0:00,3645.81
11-03-2020 0:00,3637.38
12-03-2020 0:00,3262.4
13-03-2020 0:00,3270.84
16-03-2020 0:00,3089.7
17-03-2020 0:00,3013.43
18-03-2020 0:00,2826.46
19-03-2020 0:00,2703.32
20-03-2020 0:00,2772.82
23-03-2020 0:00,2448.29
24-03-2020 0:00,2410.5
25-03-2020 0:00,2461.45
26-03-2020 0:00,2560.74
27-03-2020 0:00,2594.17
30-03-2020 0:00,2554.52
31-03-2020 0:00,2634.4
01-04-2020 0:00,2632.86
03-04-2020 0:00,2641.6
07-04-2020 0:00,2773.76
08-04-2020 0:00,2831.78
09-04-2020 0:00,2946.12
13-04-2020 0:00,2951.07
15-04-2020 0:00,2976.03
16-04-2020 0:00,3035.57
17-04-2020 0:00,3126.48
20-04-2020 0:00,3181.97
21-04-2020 0:00,3073.76
22-04-2020 0:00,3106.62
23-04-2020 0:00,3149.67
24-04-2020 0:00,3084.68
27-04-2020 0:00,3127.74
28-04-2020 0:00,3147.39
29-04-2020 0:00,3189.36
30-04-2020 0:00,3189.42
04-05-2020 0:00,3071.75
05-05-2020 0:00,3046.67
06-05-2020 0:00,3052.21
07-05-2020 0:00,3045.25
08-05-2020 0:00,3022.79
11-05-2020 0:00,3023.83
12-05-2020 0:00,3006.75
13-05-2020 0:00,3072.85
14-05-2020 0:00,3058.43
15-05-2020 0:00,3065.38
18-05-2020 0:00,2970.66
19-05-2020 0:00,2949.06
20-05-2020 0:00,2970.96
21-05-2020 0:00,3005.83
22-05-2020 0:00,2988.3
26-05-2020 0:00,3008.74
27-05-2020 0:00,3039.07
28-05-2020 0:00,3088.36
29-05-2020 0:00,3122.04
01-06-2020 0:00,3209.79
02-06-2020 0:00,3281.79
03-06-2020 0:00,3333.6
04-06-2020 0:00,3348.11
05-06-2020 0:00,3497.65
08-06-2020 0:00,3566.95
09-06-2020 0:00,3524.85
10-06-2020 0:00,3562.4
11-06-2020 0:00,3534.44
12-06-2020 0:00,3546.03
15-06-2020 0:00,3562.96
16-06-2020 0:00,3568.63
17-06-2020 0:00,3614.88
18-06-2020 0:00,3707.46
19-06-2020 0:00,3734.48
22-06-2020 0:00,3778.28
23-06-2020 0:00,3870.26
24-06-2020 0:00,3826.3
25-06-2020 0:00,3845
26-06-2020 0:00,3873.51
29-06-2020 0:00,3840.88
30-06-2020 0:00,3824.75
01-07-2020 0:00,3876.49
02-07-2020 0:00,3918.39
03-07-2020 0:00,3912.49
06-07-2020 0:00,3941.6
07-07-2020 0:00,3947.66
08-07-2020 0:00,3934.28
09-07-2020 0:00,3955.95
10-07-2020 0:00,3925.37
13-07-2020 0:00,3911.78
14-07-2020 0:00,3860.96
15-07-2020 0:00,3825.79
16-07-2020 0:00,3809.48
17-07-2020 0:00,3865.42
20-07-2020 0:00,3904.65
21-07-2020 0:00,3915.92
22-07-2020 0:00,3912.43
23-07-2020 0:00,3936.56
24-07-2020 0:00,3932.18
27-07-2020 0:00,3877.37
28-07-2020 0:00,3894.96
29-07-2020 0:00,3932.31
30-07-2020 0:00,3930.63
31-07-2020 0:00,3960.84
03-08-2020 0:00,4033.75
04-08-2020 0:00,4096.67
