Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,0.936384,1.004464,0.848214,0.888393,0.759592,3055203200
2000-01-08,0.910714,0.912946,0.772321,0.896763,0.766748,3345742400
2000-01-15,0.901786,1.084821,0.896763,0.993862,0.849770,3383878400
2000-01-22,0.968192,1.019531,0.898438,0.907366,0.775814,2068673600
2000-01-29,0.901786,0.982143,0.843750,0.964286,0.824482,2384424000
2000-02-05,0.964286,1.045759,0.945871,0.970982,0.830207,1664308800
2000-02-12,0.976004,1.070871,0.969866,0.993304,0.849293,1754468800
2000-02-19,0.983259,1.063616,0.952567,0.985491,0.842612,1520971200
2000-02-26,0.983259,1.179129,0.967634,1.142857,0.977163,2408918400
2000-03-04,1.125000,1.152902,1.055804,1.122768,0.959987,1280126400
2000-03-11,1.090402,1.129464,1.017857,1.116071,0.954261,1859289600
2000-03-18,1.102679,1.342634,1.085938,1.238281,1.058753,2306292800
2000-03-25,1.228795,1.292411,1.119978,1.212612,1.036805,1541019200
2000-04-01,1.209821,1.245536,1.042411,1.176339,1.005791,1948620800
2000-04-08,1.175781,1.185268,0.936384,0.998884,0.854064,2892668800
2000-04-15,0.977679,1.162946,0.973772,1.061384,0.907502,2042756800
2000-04-22,1.026786,1.149554,1.024554,1.107701,0.947104,1778358400
2000-04-29,1.114955,1.127232,0.987165,1.010045,0.863607,1636017600
2000-05-06,1.000837,1.015067,0.881696,0.960938,0.821619,1853790400
2000-05-13,0.964844,0.973772,0.833705,0.839286,0.717605,2631921600
2000-05-20,0.837054,0.837054,0.741071,0.771205,0.659394,2539454400
2000-05-27,0.782366,0.890625,0.717634,0.826451,0.706630,2843254400
2000-06-03,0.833147,0.879464,0.800781,0.854911,0.730964,1677054400
2000-06-10,0.860491,0.861049,0.787388,0.814174,0.696133,1471377600
2000-06-17,0.808594,1.029018,0.801897,0.922991,0.789174,2058072800
2000-06-24,0.937500,0.991071,0.911830,0.935268,0.799671,1202012000
2000-07-01,0.930804,0.985491,0.886161,0.972098,0.831161,909193600
2000-07-08,0.965960,1.082589,0.959821,1.030134,0.880783,1617061600
2000-07-15,1.040179,1.051339,0.924107,0.956473,0.817802,1698088000
2000-07-22,0.938616,0.950893,0.837054,0.862723,0.737644,1367128000
2000-07-29,0.877790,0.921875,0.790179,0.845982,0.723330,1057957600
2000-08-05,0.854911,0.876116,0.813616,0.851563,0.728102,1233433600
2000-08-12,0.849888,0.936384,0.827009,0.892857,0.763409,875610400
2000-08-19,0.897321,1.026786,0.886161,1.014509,0.867423,1293359200
2000-08-26,1.022321,1.136161,1.018973,1.132813,0.968575,1587896800
2000-09-02,1.118862,1.145089,1.031250,1.051339,0.898914,1067029600
2000-09-09,1.047991,1.078125,0.968750,0.986328,0.843328,1502429600
2000-09-16,0.986607,1.097098,0.892857,0.931920,0.796808,2160625600
2000-09-23,0.941964,0.991071,0.453125,0.459821,0.393155,9529973600
2000-09-30,0.476563,0.477679,0.375000,0.396205,0.338762,7414596000
2000-10-07,0.404018,0.408482,0.341518,0.393973,0.336854,4925905600
2000-10-14,0.398438,0.415179,0.327009,0.348214,0.297729,4554149600
2000-10-21,0.361886,0.372768,0.312500,0.331473,0.283415,3486067200
2000-10-28,0.341518,0.410714,0.334821,0.397321,0.339717,3206952000
2000-11-04,0.400670,0.404018,0.340402,0.340402,0.291050,2016616000
2000-11-11,0.334821,0.366071,0.325893,0.330357,0.282461,1808727200
2000-11-18,0.332031,0.348214,0.325893,0.344866,0.294867,1151483200
2000-11-25,0.354911,0.356027,0.287946,0.304688,0.260514,2215371200
2000-12-02,0.306920,0.311384,0.250000,0.268973,0.229977,3204504800
2000-12-09,0.271205,0.285714,0.250000,0.251116,0.214709,1840921600
2000-12-16,0.260045,0.272321,0.243304,0.267857,0.229023,1950043200
2000-12-23,0.265625,0.267857,0.253348,0.265625,0.227114,1477795200
2000-12-30,0.265625,0.330357,0.257813,0.292411,0.250017,2421137600
2001-01-06,0.302455,0.330357,0.284598,0.306920,0.262422,2770521600
2001-01-13,0.311384,0.349330,0.294643,0.348214,0.297729,3150666400
2001-01-20,0.340402,0.373884,0.329241,0.349330,0.298683,3088478400
2001-01-27,0.349330,0.401786,0.349330,0.368304,0.314907,3075693600
2001-02-03,0.366071,0.381975,0.333705,0.341518,0.292004,2336924800
2001-02-10,0.340402,0.367188,0.330357,0.339286,0.290096,1395637600
2001-02-17,0.342634,0.356027,0.321429,0.335938,0.287233,1430979200
2001-02-24,0.340402,0.364955,0.306920,0.343750,0.293912,1799851200
2001-03-03,0.345982,0.393973,0.343750,0.361607,0.309180,1979510400
2001-03-10,0.351563,0.381696,0.323661,0.350446,0.299637,2311758400
2001-03-17,0.352679,0.420759,0.345982,0.410714,0.351168,2894780000
2001-03-24,0.413036,0.424107,0.377321,0.394107,0.336969,2876350400
2001-03-31,0.394464,0.404643,0.334821,0.367679,0.314372,2166735200
2001-04-07,0.369464,0.411071,0.358214,0.400357,0.342312,1356986400
2001-04-14,0.394464,0.459821,0.350000,0.447143,0.382315,4638340000
2001-04-21,0.434643,0.469464,0.419821,0.467857,0.400026,2502152800
2001-04-28,0.476786,0.484286,0.427857,0.459821,0.393155,1873149600
2001-05-05,0.457500,0.460000,0.406429,0.408036,0.348878,1408898400
2001-05-12,0.408750,0.455357,0.406250,0.420179,0.359261,1359747200
2001-05-19,0.421964,0.430893,0.401786,0.406429,0.347504,1585455200
2001-05-26,0.398571,0.401786,0.344643,0.373036,0.318952,2192036000
2001-06-02,0.376429,0.387500,0.363036,0.380714,0.325517,1644697600
2001-06-09,0.375893,0.388036,0.345536,0.365000,0.312081,1861255200
2001-06-16,0.364464,0.410714,0.356786,0.397500,0.339870,1725976000
2001-06-23,0.401786,0.448214,0.400893,0.415179,0.354986,1950261600
2001-06-30,0.422143,0.432679,0.387857,0.393393,0.336358,797804000
2001-07-07,0.394464,0.446607,0.372143,0.443750,0.379414,2272788000
